plate_no,owner_name,owner_zip,on_production_date,next_exam_dt,txn_name
AJW-6683,嘉義縣私立百勝幼兒園,621,201509,20250330,外站新領
AQK-1709,嘉義縣私立協同高級中學附設嘉義縣私立協同幼兒園,621,201510,20250516,本區新領
AMC-6176,嘉義縣私立百勝幼兒園,621,201501,20250130,停用報停
AVK-2835,嘉義縣私立麥米羅幼兒園,621,201707,20250802,本區新領
AXA-5251,嘉義縣民雄鄉立民雄幼兒園,621,201801,20250807,外區新領
AXA-5261,嘉義縣民雄鄉立民雄幼兒園,621,201801,20250807,外區新領
AXA-5263,嘉義縣民雄鄉立民雄幼兒園,621,201801,20250207,繳銷
AZC-6015,嘉義縣私立麥米羅幼兒園,621,201802,20250808,本區新領
AZJ-2506,嘉義縣私立愛兒堡幼兒園,621,201805,20250601,本區新領
AXE-9971,嘉義縣民雄鄉立民雄幼兒園,621,201806,20250706,外區新領
BEH-7110,嘉義縣民雄鄉立民雄幼兒園,621,201910,20250407,外區新領
BHQ-5072,嘉義縣私立格林威爾幼兒園,621,202103,20260318,外站新領
BMR-1067,嘉義縣私立伊貝兒幼兒園,621,202111,20251208,本區新領
BNB-9753,國立中正大學員工子女非營利幼兒園(委託財團法人南華大學辦理),621,202204,20250425,外站新領
BMX-1781,嘉義縣私立麥米羅幼兒園,621,202205,20250527,本區新領
BTW-7113,財團法人台灣省嘉義縣私立協同高級中學附設嘉義縣私立協同幼兒園,621,202406,20250710,外站新領
BTJ-3523,嘉義縣私立百勝幼兒園,621,202412,20251212,外站新領
RN-6885,私立頭橋幼稚園,621,198605,19931130,繳銷
RP-2106,臺灣省嘉義縣私立協同中學附設幼,621,198611,19961202,一般報廢
RQ-4570,嘉義縣私立天使幼稚園,621,198702,20000823,繳銷
RT-6472,協同中學,621,198909,19951019,停駛逾期逕行註銷
RO-2362,協同中學附設幼稚園,621,199211,20040609,一般報廢
C2-1943,嘉義縣民雄鄉鄉立托兒所,621,199801,20080723,繳銷轉報廢
C3-3446,嘉義縣民雄鄉公所,621,199803,20080827,繳銷轉報廢
Y6-3742,嘉義縣民雄鄉公所鄉立托兒所,621,200001,20100127,一般報廢
5079-LT,嘉義縣私立蓁理幼兒園,621,200506,20120715,逾檢註銷
7325-UJ,嘉義縣民雄鄉立民雄幼兒園,621,200804,20180421,一般報廢
8902-XT,嘉義縣民雄鄉立民雄幼兒園,621,200911,20191222,一般報廢
AKJ-2763,嘉義縣大林鎮立大林幼兒園,622,201410,20240525,繳銷
AMH-9576,嘉義縣私立佳禾幼兒園,622,201509,20250330,本區新領
AQP-6915,嘉義縣私立欣苗幼兒園,622,201603,20250630,本區新領
AMH-7913,嘉義縣私立昇學幼兒園,622,201506,20250226,本區新領
BEE-1052,大林鎮立大林幼兒園,622,201907,20250801,外區新領
BTU-3671,嘉義縣大林鎮立大林幼兒園,622,202308,20250914,外區新領
BYM-5730,嘉義縣私立昇學幼兒園,622,202406,20250628,本區新領
SB-6438,嘉義縣大林鎮公所,622,199410,20050126,一般報廢
SB-6433,嘉義縣大林鎮公所,622,199410,20050126,一般報廢
SB-6435,嘉義縣大林鎮公所,622,199410,20050126,一般報廢
SB-6451,嘉義縣大林鎮公所,622,199410,20050126,一般報廢
SB-9485,嘉義縣大林鎮公所,622,199502,20050311,一般報廢
N3-1703,嘉義縣大林鎮私立佳禾幼稚園,622,199701,20060221,繳銷轉報廢
2U-3472,嘉義縣大林鎮公所,622,200310,20131030,繳銷
2908-JC,嘉義縣大林鎮公所,622,200408,20140910,一般報廢
2910-JC,嘉義縣大林鎮公所,622,200408,20140910,一般報廢
5702-JC,嘉義縣大林鎮立大林幼兒園,622,200411,20141209,繳銷
9289-NL,嘉義縣私立欣苗幼兒園,622,200607,20160711,一般報廢
AMC-1109,嘉義縣私立育民幼兒園,623,201410,20241118,繳銷
ATD-7031,嘉義縣溪口鄉公所,623,201705,20250619,外區新領
BYX-1809,嘉義縣私立育民幼兒園,623,202411,20251127,本區新領
HK-5940,嘉義縣私立育民托兒所,623,199409,20041004,一般報廢
C2-1546,嘉義縣溪口鄉公所,623,199801,20080122,一般報廢
C2-1545,嘉義縣溪口鄉公所,623,199801,20080122,一般報廢
C2-1548,嘉義縣溪口鄉公所,623,199801,20080122,一般報廢
C2-1547,嘉義縣溪口鄉公所,623,199801,20080122,一般報廢
0587-GE,嘉義縣溪口鄉公所,623,200301,20130305,一般報廢
0213-WL,嘉義縣溪口鄉立溪口幼兒園,623,200805,20170710,一般報廢
AJZ-0337,嘉義縣義竹鄉農會非營利幼兒園(嘉義縣義竹鄉農會申請辦理),624,201505,20250528,外站新領
AMH-7320,財團法人天主教會嘉義教區附設嘉義縣私立星海幼兒園,624,201507,20250811,外站新領
BSR-7762,嘉義縣義竹鄉農會非營利幼兒園(嘉義縣義竹鄉農會申請辦理),624,202306,20250629,外站新領
BYM-7053,財團法人天主教會嘉義教區附設嘉義縣私立星海幼兒園,624,202408,20250905,外站新領
SA-5485,私立星海幼稚園,624,199404,20040607,一般報廢
3K-3747,嘉義縣義竹鄉農會附設托兒所,624,200007,20100125,繳銷轉報廢
ACG-3780,嘉義縣義竹鄉農會非營利幼兒園(嘉義縣義竹鄉農會申請辦理),624,201306,20230722,環保回收轉報廢
AAG-7820,嘉義縣布袋鎮立布袋幼兒園,625,201307,20230729,一般報廢
AZG-0012,嘉義縣私立芝麻幼兒園,625,201909,20250912,外站新領
BTR-3180,嘉義縣布袋鎮立布袋幼兒園,625,202305,20250613,外區新領
BTR-3181,嘉義縣布袋鎮立布袋幼兒園,625,202305,20250613,外區新領
RN-9220,嘉義縣私立黎明幼稚園,625,198704,19940522,拒不過戶註銷
RP-7683,嘉義縣私立黎明幼稚園,625,198710,19941105,一般報廢
UQ-0300,美元托兒所,625,199501,20050318,一般報廢
C8-0786,私立天鵝湖幼稚園,625,199912,20071228,繳銷
9L-3948,美元托兒所,625,200101,20110221,一般報廢
4777-LZ,嘉義縣私立美元幼兒園,625,200507,20150805,一般報廢
4631-US,嘉義縣私立芝麻幼兒園,625,200909,20190930,一般報廢
AAG-7821,嘉義縣布袋鎮立布袋幼兒園,625,201307,20230729,一般報廢
ANA-6630,雲林縣斗南鎮公所,630,201507,20250803,外區新領
ANA-6631,雲林縣斗南鎮公所,630,201507,20250803,外區新領
ANQ-2811,雲林縣私立小天才幼兒園,630,201511,20250625,本區新領
ASX-5963,財團法人天主教中華道明修女會附設雲林縣私立斗南幼兒園,630,201701,20250723,本區新領
BFY-5382,雲林縣斗南鎮公所,630,202007,20250731,外區新領
BFY-5387,雲林縣斗南鎮公所,630,202007,20250731,外區新領
AZG-3673,雲林縣私立博仁幼兒園,630,202008,20250814,外站新領
833-8445,私立正義幼稚園,630,198000,19910214,繳銷
833-8442,私立正義幼稚園,630,198100,19910803,繳銷
SJ-9709,祈安幼稚園,630,198607,19980825,逾檢註銷
SJ-9907,博仁幼稚園,630,198801,19960801,停駛逾期逕行註銷
SJ-9906,博仁幼稚園,630,198801,19960802,繳銷
SJ-9909,博仁幼稚園,630,198804,19990522,逕行註銷執行
N5-4193,私立幼門幼稚園,630,199705,20080122,繳銷
N4-6543,斗南鎮公所,630,199003,19971021,繳銷
SN-4095,私立正義幼稚園,630,199010,20030507,停駛逾期逕行註銷
SN-1108,斗南鎮公所,630,199105,20000625,一般報廢
SN-1109,斗南鎮公所,630,199101,19950625,一般報廢
SN-1107,斗南鎮公所,630,199105,20000625,一般報廢
SD-7150,斗南鎮公所,630,199503,20050331,一般報廢
TN-3523,雲林縣斗南鎮公所,630,199506,20050717,一般報廢
TN-3522,雲林縣斗南鎮公所,630,199506,20050717,一般報廢
TN-3521,雲林縣斗南鎮公所,630,199506,20050717,一般報廢
N4-1459,雲林縣斗南鎮公所,630,199608,20061231,一般報廢
N4-8320,雲林縣私立小天才幼稚園,630,199708,20080229,繳銷轉報廢
N5-4078,私立幼門幼稚園,630,199705,20070117,繳銷
Y7-3436,雲林縣斗南鎮公所,630,200006,20100626,停駛轉報廢
Y7-3435,雲林縣斗南鎮公所,630,200006,20100626,停駛轉報廢
AMD-5533,雲林縣私立丹迪幼兒園,631,201506,20250720,本區新領
ANA-1653,雲林縣大埤鄉公所,631,201507,20250727,外區新領
ANV-0796,雲林縣大埤鄉公所,631,201510,20250510,外區新領
AHV-6590,雲林縣私立亞歷山大幼兒園,631,201501,20250121,本區新領
ANA-1655,雲林縣大埤鄉公所,631,201507,20250727,外區新領
BNA-8738,雲林縣私立丹迪幼兒園,631,202204,20250509,本區新領
BYQ-3060,雲林縣私立亞歷山大幼兒園,631,202501,20260204,本區新領
SN-0591,私立大埤幼稚園,631,198400,19960710,繳銷
833-6117,私立大埤幼稚園,631,198400,19910710,繳銷
SK-5631,雲林縣私立育成幼稚園,631,198603,19951018,繳銷轉報廢
SI-6577,私立正龍幼稚園,631,198400,19950619,一般報廢
SD-7887,正龍幼稚園,631,199503,20050331,一般報廢
TN-0390,大埤鄉公所,631,199503,20050519,停駛轉報廢
TN-0392,大埤鄉公所,631,199504,20050519,停駛轉報廢
TN-0395,大埤鄉公所,631,199504,20050519,停駛轉報廢
TN-0393,大埤鄉公所,631,199504,20050519,停駛轉報廢
TN-0391,大埤鄉公所,631,199504,20050519,停駛轉報廢
SR-7896,大埤鄉公所,631,199512,20051230,停駛轉報廢
S2-8455,雲林縣大埤鄉公所,631,200508,20150916,繳銷轉報廢
S2-8457,雲林縣大埤鄉公所,631,200508,20150916,一般報廢
0473-NW,雲林縣大埤鄉立托兒所,631,200511,20151229,一般報廢
ANQ-9325,財團法人天主教若瑟社會福利基金會,632,201603,20250415,本區新領
AQN-8911,雲林縣私立春子幼兒園,632,201604,20250718,本區新領
1737-WP,雲林縣私立童心幼兒園,632,200810,20181027,一般報廢
ASX-3590,雲林縣私立新立仁幼兒園,632,201611,20250629,本區新領
ANQ-0077,雲林縣私立童心幼兒園,632,201703,20250425,本區新領
AMD-5921,財團法人天主教會嘉義教區附設雲林縣私立聖心幼兒園,632,201506,20250727,本區新領
AWV-2702,財團法人台灣兒童暨家庭扶助基金會附設雲林縣私立家扶發展學園,632,201711,20250530,本區新領
AZF-0620,財團法人天主教若瑟社會福利基金會,632,201803,20250331,本區新領
AZF-0621,財團法人天主教若瑟社會福利基金會,632,201803,20250331,本區新領
AXC-3806,雲林縣虎尾鎮公所,632,201803,20250423,外區新領
AXC-3807,雲林縣虎尾鎮公所,632,201804,20250423,外區新領
AZM-3817,財團法人天主教若瑟社會福利基金會,632,201809,20250530,本區新領
BBD-6550,財團法人台灣兒童暨家庭扶助基金會附設雲林縣私立家扶發展學園,632,201903,20250319,外區新領
BDC-2596,雲林縣私立三民幼兒園,632,201904,20250425,本區新領
BMV-8978,雲林縣私立安安幼兒園,632,202105,20250519,本區新領
BPJ-9837,雲林縣虎尾鎮公所,632,202202,20260224,外區新領
BSB-5859,雲林縣私立安安幼兒園,632,202210,20251026,本區新領
BTU-8911,雲林縣私立春子幼兒園,632,202307,20250811,外區新領
BYP-3691,財團法人天主教會嘉義教區附設雲林縣私立聖心幼兒園,632,202408,20250919,本區新領
BYP-9587,雲林縣私立安安幼兒園,632,202411,20251126,本區新領
SI-1171,私立洋安幼稚園,632,198500,19930814,繳銷
SI-1928,私立姿善幼稚園,632,198208,19930810,一般報廢
833-5517,上智幼稚園,632,198405,19910104,一般報廢
840-5367,雲林縣私立宏慈幼稚園,632,198200,19920119,繳銷
SI-5437,私立立人幼稚園,632,198400,19960227,一般報廢
SI-8116,私立育華幼稚園,632,198611,19960705,繳銷轉報廢
SJ-1776,中華托兒所,632,198612,19960311,一般報廢
SI-9443,私立立人幼稚園,632,198700,19970909,繳銷
SJ-4340,私立三民幼稚園,632,198708,19990818,繳銷
SM-1631,私立今日幼稚園,632,198906,19961216,繳銷
SO-0276,洋安幼稚園,632,199103,20020403,繳銷
SH-0428,雲林縣私立育華幼稚園,632,199209,20011002,一般報廢
SL-9221,私立今日幼稚園,632,199308,20030911,繳銷
SQ-0649,私立育華幼稚園,632,199403,20040416,繳銷轉報廢
SD-0450,私立今日幼稚園,632,199411,20011217,逕行註銷執行
SD-7245,私立大華幼稚園,632,199503,20000401,逕行註銷執行
TN-6803,私立今日幼稚園,632,199508,20041023,逕行註銷執行
SR-8355,中華托兒所,632,199601,20020118,逾檢註銷
N4-5368,雲林縣私立安安托兒所,632,199608,20020201,逕行註銷執行
N5-1193,私立今日幼稚園,632,199709,20051022,繳銷
S5-1236,雲林縣私立育華幼稚園,632,199805,20080529,一般報廢
C5-4698,私立三民幼稚園,632,199904,20090426,繳銷
Y6-1027,廖明泉,632,199908,20091111,停駛轉報廢
7W-6376,雲林縣私立春子幼稚園,632,200207,20120807,註銷轉報廢
6410-UL,財團法人天主教若瑟社會福利基金會,632,200804,20160430,停駛逾期逕行註銷
1352-WP,雲林縣虎尾鎮公所,632,200806,20180413,停駛轉報廢
1353-WP,雲林縣虎尾鎮公所,632,200806,20180413,停駛轉報廢
6469-WP,財團法人台灣兒童暨家庭扶助基金會附設雲林縣私立家扶發展學園,632,200903,20180423,環保回收轉報廢
6850-WP,雲林縣私立三民幼兒園,632,200904,20190428,環保回收轉報廢
4431-YF,財團法人台灣兒童暨家庭扶助基金會附設雲林縣私立家扶發展學園,632,201007,20190805,環保回收轉報廢
0426-D9,財團法人天主教若瑟社會福利基金會,632,201011,20181230,環保回收轉報廢
AMD-1655,雲林縣私立欣欣幼兒園,633,201503,20250520,本區新領
AVH-8306,雲林縣私立正大幼兒園,633,201708,20250228,本區新領
SJ-1847,私立宏仁托兒所,633,198702,19940919,繳銷
SJ-7505,幼欣幼稚園,633,198807,19950209,逾檢逕行註銷
SJ-7506,私立幼欣幼稚園,633,198903,19960915,逾檢逕行註銷
S5-4202,雲林縣私立正大幼稚園,633,199809,20070322,繳銷
C5-8891,雲林縣私立愛兒堡幼稚園,633,199907,20090910,一般報廢
C6-6361,雲林縣私立愛兒堡幼稚園,633,200001,20100117,一般報廢
C6-8376,雲林縣私立愛兒堡幼稚園,633,200002,20090829,一般報廢
2712-SX,雲林縣私立正大幼兒園,633,200703,20170923,一般報廢
AHV-1562,雲林縣褒忠鄉公所,634,201410,20250430,一般報廢
AHV-1571,雲林縣褒忠鄉公所,634,201410,20250430,一般報廢
AHV-2662,雲林縣私立愛尼爾幼兒園,634,201410,20241127,一般報廢
BHS-9672,雲林縣私立愛尼爾幼兒園,634,202004,20250428,外站新領
BYN-7156,雲林縣私立愛尼爾幼兒園,634,202406,20250621,本區新領
BZC-5723,雲林縣褒忠鄉公所,634,202410,20251017,外區新領
BZC-5732,雲林縣褒忠鄉公所,634,202410,20251017,外區新領
7811-JK,雲林縣褒忠鄉公所,634,200408,20150330,一般報廢
7812-JK,雲林縣褒忠鄉公所,634,200408,20150330,一般報廢
2330-YF,雲林縣私立愛尼爾幼兒園,634,201005,20200531,一般報廢
4611-SX,雲林縣東勢鄉公所,635,200705,20170531,一般報廢
ATB-9263,雲林縣東勢鄉公所,635,201705,20250523,外區新領
ATB-9265,雲林縣東勢鄉公所,635,201705,20250523,外區新領
ATB-9270,雲林縣東勢鄉公所,635,201705,20250523,外區新領
SE-7873,私立育昇幼稚園,635,199203,20020515,註銷轉報廢
S2-5561,雲林縣東勢鄉公所,635,199706,20071018,一般報廢
S2-5562,雲林縣東勢鄉公所,635,199707,20071018,一般報廢
S2-5563,雲林縣東勢鄉公所,635,199706,20071018,一般報廢
4607-SX,雲林縣東勢鄉公所,635,200705,20170531,一般報廢
AKN-2191,雲林縣台西鄉公所,636,201503,20250326,外區新領
AMD-5922,財團法人天主教會嘉義教區附設雲林縣私立聖愛幼兒園,636,201506,20250727,本區新領
AKN-2183,雲林縣台西鄉公所,636,201503,20250326,外區新領
BEH-7106,雲林縣臺西鄉公所,636,201909,20250407,外區新領
BZL-9305,雲林縣臺西鄉公所,636,202502,20260217,外區新領
BZL-9306,雲林縣臺西鄉公所,636,202502,20260217,外區新領
833-9841,私立偉聖幼稚園,636,198304,19890708,逾檢逕行註銷
840-9549,聖愛幼稚園,636,198100,19870909,繳銷
SF-0917,私立聖愛幼稚園,636,199206,19990708,一般報廢
SF-2156,雲林縣私立偉聖幼稚園,636,199207,20000128,繳銷
2191-NW,雲林縣台西鄉公所,636,200512,20150720,一般報廢
2192-NW,雲林縣台西鄉公所,636,200512,20150720,一般報廢
2190-NW,雲林縣台西鄉公所,636,200512,20150720,一般報廢
9913-D9,雲林縣台西鄉公所,636,201107,20200208,繳銷轉報廢
ANN-3203,雲林縣崙背鄉公所,637,201509,20250419,外區新領
ANN-3202,雲林縣崙背鄉公所,637,201509,20250419,外區新領
ASX-7091,雲林縣私立惠華幼兒園,637,201701,20250818,本區新領
ASX-7372,雲林縣私立惠華幼兒園,637,201702,20250824,本區新領
ARE-2892,雲林縣崙背鄉公所,637,201603,20250925,外區新領
BDC-9129,雲林縣私立惠華幼兒園,637,201907,20250730,本區新領
SI-6349,私立明生幼稚園,637,198601,19950620,繳銷
SJ-7500,私立惠華幼稚園,637,198803,19970408,繳銷
SP-8813,私立明生幼稚園,637,199110,20001014,繳銷
SD-5407,雲林縣崙背鄉公所,637,199502,20050314,逕行註銷執行
SD-5403,雲林縣崙背鄉公所,637,199502,20050314,逕行註銷執行
SD-5401,雲林縣崙背鄉公所,637,199502,20050314,逕行註銷執行
C6-2563,私立明生幼稚園,637,199911,20091129,繳銷
7360-MA,雲林縣崙背鄉公所,637,200510,20151025,繳銷轉報廢
7361-MA,雲林縣崙背鄉公所,637,200510,20151025,繳銷轉報廢
7362-MA,雲林縣崙背鄉公所,637,200510,20151025,繳銷轉報廢
1022-YF,雲林縣私立明生幼兒園,637,201004,20200505,註銷轉報廢
AKN-6163,雲林縣麥寮鄉公所,638,201502,20250407,外區新領
AQN-8386,雲林縣私立卡爾蕎幼兒園,638,201607,20250823,本區新領
AQN-7209,雲林縣私立大立幼兒園,638,201607,20220224,繳銷
6901-R7,雲林縣麥寮鄉公所,638,201210,20221018,一般報廢
AHV-2867,雲林縣私立美奇幼兒園,638,201410,20241128,環保回收轉報廢
1322-YF,雲林縣私立美奇幼兒園,638,201004,20200511,環保回收轉報廢
ANX-6391,雲林縣麥寮鄉公所,638,201601,20250725,外區新領
AXF-1773,雲林縣麥寮鄉公所,638,201806,20250717,外區新領
AZM-2887,雲林縣私立美奇幼兒園,638,201809,20250926,本區新領
BHT-0232,雲林縣私立美奇幼兒園,638,202005,20250630,本區新領
BHT-0212,雲林縣私立美奇幼兒園,638,202005,20250630,本區新領
BHT-6212,雲林縣私立美奇幼兒園,638,202009,20250923,本區新領
BHT-9126,雲林縣私立卡爾蕎幼兒園,638,202010,20251104,本區新領
BPJ-7125,雲林縣麥寮鄉公所,638,202201,20260214,外區新領
BQT-3710,雲林縣麥寮鄉公所,638,202209,20250919,外區新領
BWV-5523,雲林縣私立美奇幼兒園,638,202411,20251122,外站新領
BYP-9513,雲林縣私立海光幼兒園,638,202411,20251129,本區新領
840-9388,雲林縣私立崇德幼稚園,638,198400,19900828,繳銷
SN-0380,雲林縣私立海光幼稚園,638,198907,19960808,繳銷
SL-8936,雲林縣麥寮鄉公所,638,199308,20030901,繳銷
SL-8940,雲林縣麥寮鄉公所,638,199308,20040901,一般報廢
SL-8935,雲林縣麥寮鄉公所,638,199308,20030901,繳銷
SL-8923,雲林縣麥寮鄉公所,638,199308,20020901,停駛轉報廢
SL-8981,雲林縣私立大立幼稚園,638,199308,20010903,一般報廢
SL-8938,雲林縣麥寮鄉公所,638,199308,20010901,停駛轉報廢
TN-6943,雲林縣私立大立幼稚園,638,199509,20051026,繳銷
J6-2712,雲林縣私立海光幼稚園,638,199604,20060516,繳銷
S5-0490,雲林縣麥寮鄉公所,638,199801,20081230,一般報廢
C5-1459,私立主心幼稚園,638,199901,20070826,一般報廢
7W-7401,雲林縣麥寮鄉公所,638,200209,20121025,一般報廢
Y7-9098,私立美奇幼稚園,638,200008,20090313,繳銷
9R-5286,私立橋頭幼稚園,638,199905,20041026,逾檢註銷
9R-5855,私立橋頭幼稚園,638,200109,20061109,逾檢註銷
9R-7361,雲林縣麥寮鄉公所,638,200201,20120822,一般報廢
6093-JZ,雲林麥寮鄉公所,638,200503,20150331,一般報廢
1310-YF,雲林縣私立美奇幼兒園,638,201004,20200511,環保回收轉報廢
6568-YF,雲林縣私立美奇幼兒園,638,201008,20200823,環保回收轉報廢
AHV-0135,雲林縣私立福懋幼兒園,640,201408,20240929,繳銷
6405-UL,雲林縣政府,640,200804,20180430,繳銷轉報廢
AMD-8601,豐泰企業股份有限公司職工福利委員會附設雲林縣私立豐泰幼兒園,640,201508,20250325,本區新領
ASX-1152,豐泰企業股份有限公司職工福利委員會附設雲林縣私立豐泰幼兒園,640,201610,20250515,本區新領
5620-UL,雲林縣私立莫札特幼稚園,640,200804,20180423,環保回收轉報廢
ANF-9706,雲林縣私立綠野仙棕幼兒園,640,201510,20250530,本區新領
ASX-7638,雲林縣私立來來幼兒園,640,201701,20250822,本區新領
AVM-6029,雲林縣私立達文西幼兒園,640,201704,20250505,外站新領
AQN-5239,雲林縣私立蒂兒拉糼兒園,640,201606,20250718,本區新領
AWV-0710,維多利亞國際學校財團法人雲林縣私立維多利亞國民小學,640,201709,20250425,本區新領
AWV-5167,雲林縣私立兒皇宮幼兒園,640,201709,20250426,本區新領
AXA-5271,雲林縣斗六市立幼兒園,640,201801,20250807,外區新領
AXA-5272,雲林縣斗六市立幼兒園,640,201801,20250807,外區新領
AWV-9531,雲林縣私立康橋幼兒園,640,201801,20250315,本區新領
AZF-1310,雲林縣私立莫札特幼兒園,640,201803,20250417,本區新領
AZF-2055,雲林縣私立長和幼兒園,640,201803,20250430,本區新領
BDG-3230,財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,640,201910,20250425,本區新領
BDG-5191,雲林縣私立斗六保進幼兒園,640,201911,20250514,本區新領
BDG-6021,雲林縣私立小博士幼兒園,640,201911,20250527,本區新領
BHT-9931,豐泰企業股份有限公司職工福利委員會附設雲林縣私立豐泰幼兒園,640,202010,20251117,本區新領
BKF-3373,雲林縣私立長和幼兒園,640,202103,20250323,外站新領
BMV-7262,雲林縣私立康橋幼兒園,640,202106,20250705,本區新領
BMV-8351,雲林縣私立小博士幼兒園,640,202107,20250723,本區新領
BDM-0538,雲林縣私立斗六保進幼兒園,640,202204,20250422,外站新領
BRY-2613,雲林縣私立小博士幼兒園,640,202206,20250707,本區新領
BRY-2665,雲林縣私立小博士幼兒園,640,202206,20250707,本區新領
BRY-6393,雲林縣私立建國幼兒園,640,202208,20250829,本區新領
BQW-6212,雲林縣斗六市立幼兒園,640,202212,20260103,外區新領
BQW-6213,雲林縣斗六市立幼兒園,640,202212,20260103,外區新領
BQW-6215,雲林縣斗六市立幼兒園,640,202212,20260103,外區新領
BTX-6368,雲林縣私立來來幼兒園,640,202307,20250725,本區新領
BYN-5176,雲林縣私立福懋幼兒園,640,202405,20250524,本區新領
BYP-3267,雲林縣私立福祿貝爾幼兒園,640,202409,20250912,本區新領
402-3440,私立信愛幼稚園,640,198200,19920903,繳銷-移入
833-7069,私立天乙幼稚園,640,196800,19720602,逕行註銷
833-3178,私立光仁幼稚園,640,198100,19910325,繳銷
SI-6851,私立福懋幼稚園,640,198401,19950307,繳銷
SK-7200,私立長和托兒所,640,198704,19980818,繳銷
SK-0086,私立來來幼稚園,640,198907,20030807,繳銷
SM-3197,石榴幼稚園,640,198908,19970224,繳銷
SM-7846,私立佑華幼稚園,640,199002,20020302,一般報廢
SN-8473,私立光仁幼稚園,640,199010,19991022,繳銷
SR-4625,雲林縣私立佳佳幼稚園,640,199103,19980926,逾檢註銷
SP-7346,雲林縣私立吾珠托兒所,640,199103,19990415,繳銷
S5-1780,私立建國幼稚園,640,199201,20020729,一般報廢
SE-5498,私立正心幼稚園,640,199204,20020408,繳銷
S5-1781,私立建國幼稚園,640,199304,20020729,一般報廢
J6-8887,雲林縣私立兒皇宮幼稚園,640,199608,20060902,一般報廢
N4-7789,雲林縣私立兒皇宮幼稚園,640,199707,20070729,繳銷
N5-0689,雲林縣私立小星星幼稚園,640,199709,20070915,繳銷
WS-080,斗六市市立托兒所,640,199809,20091117,繳銷
4522-XU,財團法人斗六基督教浸信會附設雲林縣私立真光幼兒園,640,200910,20191123,環保回收轉報廢
4635-XU,私立哈佛幼稚園,640,200911,20191126,一般報廢
ACR-8921,私立哈佛幼兒園,640,200910,20191126,一般報廢
BQQ-6302,雲林縣林內鄉公所,643,202205,20250609,外區新領
BQQ-6303,雲林縣林內鄉公所,643,202205,20250609,外區新領
BQQ-6301,雲林縣林內鄉公所,643,202205,20250609,外區新領
SJ-6870,私立小甜甜幼稚園,643,198612,19990116,繳銷
SE-8390,私立小甜甜幼稚園,643,199204,20010525,繳銷
J6-6835,私立幼林幼稚園,643,199607,20030727,逾檢註銷
J6-6523,私立幼林幼稚園,643,199606,20010711,逾檢註銷
N4-8838,私立小甜甜幼稚園,643,199706,20070630,繳銷轉報廢
N5-7718,雲林縣私立可愛托兒所,643,199801,20100331,一般報廢
3493-GM,雲林縣林內鄉公所,643,200303,20130306,繳銷
AVH-3653,福智學校財團法人雲林縣福智國民小學附設私立福智幼兒園,646,201705,20250629,本區新領
BQQ-2803,雲林縣古坑鄉公所,646,202204,20250527,外區新領
BQQ-2801,雲林縣古坑鄉公所,646,202204,20250527,外區新領
BQV-1671,雲林縣古坑鄉公所,646,202211,20251117,外區新領
BQV-1672,雲林縣古坑鄉公所,646,202211,20251117,外區新領
BWS-3137,雲林縣古坑鄉桂林國民小學,646,202402,20250301,外區新領
SR-5479,私立惠民幼稚園,646,198301,19960211,繳銷
SJ-8001,私立古坑幼稚園,646,198804,19951106,一般報廢
SM-3829,西湖托兒所,646,198804,19960517,繳銷
SO-1617,私立惠民幼稚園,646,198805,19981123,逕行註銷執行
SH-3063,西湖托兒所,646,199210,20041124,繳銷
SQ-8476,雲林縣私立達人幼稚園,646,199406,20040907,繳銷
TN-5998,西湖托兒所,646,199508,20050914,繳銷
S2-6568,雲林縣私立西湖托兒所,646,199708,20070830,繳銷
APP-2697,雲林縣莿桐鄉公所,647,201601,20250815,外區新領
AWZ-2760,雲林縣莿桐鄉公所,647,201712,20250709,外區新領
AWZ-2761,雲林縣莿桐鄉公所,647,201712,20250709,外區新領
AWZ-2753,雲林縣莿桐鄉公所,647,201712,20250709,外區新領
BBB-7863,雲林縣莿桐鄉公所(鄉立幼兒園),647,201901,20250711,外區新領
BBB-7871,雲林縣莿桐鄉公所(鄉立幼兒園),647,201901,20250711,外區新領
BDG-2912,雲林縣私立國恩幼兒園,647,201909,20250417,本區新領
SI-2026,私立育材幼稚園,647,198200,19930316,繳銷
SI-8210,私立國恩幼稚園,647,198404,19951104,繳銷
SM-3590,國恩幼稚園,647,198905,19990601,一般報廢
SN-3758,私立國全幼稚園,647,199008,20040821,逾檢註銷
SO-1249,雲林縣莿桐鄉私立育材幼稚園,647,199010,20011116,一般報廢
SH-4231,私立國全幼稚園,647,199209,20031214,逾檢註銷
SH-9423,雲林縣莿桐鄉公所,647,199302,19990311,繳銷
SH-9425,雲林縣莿桐鄉公所,647,199302,19990311,一般報廢
SH-9422,雲林縣莿桐鄉公所,647,199301,19990311,一般報廢
N5-8732,私立欣欣幼稚園,647,199304,20041119,一般報廢
N5-4211,私立國全幼稚園,647,199801,20070722,逾檢註銷
N5-4465,雲林縣莿桐鄉立托兒所,647,199802,20080213,一般報廢
N5-4452,雲林縣莿桐鄉立托兒所,647,199702,20070813,一般報廢
N5-4463,雲林縣莿桐鄉立托兒所,647,199801,20080213,一般報廢
C5-3153,雲林縣莿桐鄉立托兒所,647,199901,20090326,停駛轉報廢
C6-8370,私立國全幼稚園,647,200003,20070323,逾檢註銷
